id;certamen;origen;fecha;anio;cerveceria;cerveza_ganadora;estilo;premio;medalla_base;tipo_premio;subcategoria;ciudad;pais
2482;Brussels Beer Challenge;Bélgica;2018-10;2018;PFriem Family Brewers;IPA;Double Ipa;Gold Medal;Oro;Beer;BeerStyle;;EEUU
2483;Brussels Beer Challenge;Bélgica;2019-10;2019;PFriem Family Brewers;IPA;Double Ipa;Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
2484;Brussels Beer Challenge;Bélgica;2018-10;2018;Jopen BV;Jopen Mooie Nel North Sea IPA;Double Ipa;Bronze Medal;;Beer;BeerStyle;;Países Bajos
2485;Brussels Beer Challenge;Bélgica;2019-10;2019;Fremont Brewing;Lush;Double Ipa;Gold Medal;Oro;Beer;BeerStyle;;EEUU
2486;Brussels Beer Challenge;Bélgica;2022-10;2022;Fremont Brewing;Lush;Double Ipa;Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
2487;Brussels Beer Challenge;Bélgica;2023-10;2023;Fremont Brewing Company;Lush;Double Ipa;Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
2488;Brussels Beer Challenge;Bélgica;2018-10;2018;Fremont Brewing;Lush IPA;Double Ipa;Bronze Medal;;Beer;BeerStyle;;EEUU
2489;Brussels Beer Challenge;Bélgica;2021-10;2021;Fremont Brewing;Lush IPA;Double Ipa;Gold Medal;Oro;Beer;BeerStyle;;EEUU
2490;Brussels Beer Challenge;Bélgica;2019-10;2019;Melvin Brewing;Melvin IPA;Double Ipa;Bronze Medal;;Beer;BeerStyle;;EEUU
2491;Brussels Beer Challenge;Bélgica;2020-10;2020;Champion Brewing Company;Missile;Double Ipa;Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
2492;Brussels Beer Challenge;Bélgica;2018-10;2018;Pirate Life Brewing;Mosaic IPA;Double Ipa;Silver Medal;Plata;Beer;BeerStyle;;Australia
2493;Brussels Beer Challenge;Bélgica;2022-10;2022;Astesana SAS di Astesana Ivano & C. Società Agricola;Reveille;Double Ipa;Bronze Medal;Bronce;Beer;BeerStyle;;Italia
2494;Brussels Beer Challenge;Bélgica;2020-10;2020;Revision Brewing Company;Revision IPA;Double Ipa;Silver Medal;Plata;Beer;BeerStyle;;EEUU
2495;Brussels Beer Challenge;Bélgica;2019-10;2019;Coronado Brewing Company;Weekend Vibes;Double Ipa;Silver Medal;Plata;Beer;BeerStyle;;EEUU
2496;Brussels Beer Challenge;Bélgica;2023-10;2023;Coronado Brewing Company;Weekend Vibes IPA;Double Ipa;Gold Medal;Oro;Beer;BeerStyle;;EEUU
2497;Brussels Beer Challenge;Bélgica;2023-10;2023;Brasserie Alaryk;Alaryk India Pale Ale Bio;Double Ipa;Bronze Medal;Bronce;Beer;BeerStyle;;Francia
2498;Brussels Beer Challenge;Bélgica;2021-10;2021;Vertiga;Bajadera;Double Ipa;Gold Medal;Oro;Beer;BeerStyle;;Italia
2499;Brussels Beer Challenge;Bélgica;2019-10;2019;Uiltje Brewing Company BV;Bird of Prey;Double Ipa;Bronze Medal;Bronce;Beer;BeerStyle;;Países Bajos
2500;Brussels Beer Challenge;Bélgica;2020-10;2020;Uiltje Brewing Company BV;Bird of Prey;Double Ipa;Gold Medal;Oro;Beer;BeerStyle;;Países Bajos
2501;Brussels Beer Challenge;Bélgica;2021-10;2021;Mastri Birrai Umbri Società Agricola;California;Double Ipa;Silver Medal;Plata;Beer;BeerStyle;;Italia
2502;Brussels Beer Challenge;Bélgica;2022-10;2022;Radiocraft Brewery;Disperata Erotica...IPA;Double Ipa;Bronze Medal;Bronce;Beer;BeerStyle;;Italia
2503;Brussels Beer Challenge;Bélgica;2019-10;2019;Chengdu Fengshou Craft Beer Company, Ltd;Fumo IPA;Double Ipa;Bronze Medal;;Beer;BeerStyle;;China
2504;Brussels Beer Challenge;Bélgica;2018-10;2018;SIRIS Microbrewery LP;Happy Brewers East Coast IPA;Double Ipa;Silver Medal;Plata;Beer;BeerStyle;;Grecia
2505;Brussels Beer Challenge;Bélgica;2023-10;2023;No.18 Brewery;In to east lake;Double Ipa;Gold Medal;Oro;Beer;BeerStyle;;China
2506;Brussels Beer Challenge;Bélgica;2022-10;2022;Brouwerij Kees;IPA;Double Ipa;Bronze Medal;Bronce;Beer;BeerStyle;;Países Bajos
2507;Brussels Beer Challenge;Bélgica;2020-10;2020;Jopen BV;Jopen Hop Zij Met Ons;Double Ipa;Bronze Medal;Bronce;Beer;BeerStyle;;Países Bajos
2508;Brussels Beer Challenge;Bélgica;2021-10;2021;Jopen BV;Jopen Mooie Nel North Sea IPA;Double Ipa;Bronze Medal;Bronce;Beer;BeerStyle;;Países Bajos
2509;Brussels Beer Challenge;Bélgica;2020-10;2020;Microbrasserie Pit Caribou;La Conquereor;Double Ipa;Bronze Medal;Bronce;Beer;BeerStyle;;Canadá
2510;Brussels Beer Challenge;Bélgica;2018-10;2018;Firestone Walker Brewing Co.;Luponic Distortion;Double Ipa;Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
2511;Brussels Beer Challenge;Bélgica;2022-10;2022;PaperPlane Brewing.co;PaperPlaneC#2 West Coast IPA;Double Ipa;Gold Medal;Oro;Beer;BeerStyle;;China
2512;Brussels Beer Challenge;Bélgica;2021-10;2021;Shandong Beerjoy Brewing Co., Ltd;Peiping Machine 100 Hops Hidden Deep IPA;Double Ipa;Bronze Medal;Bronce;Beer;BeerStyle;;China
2513;Brussels Beer Challenge;Bélgica;2023-10;2023;Birrificio della Granda - Astesana SRL Società Agricola;Reveille;Double Ipa;Silver Medal;Plata;Beer;BeerStyle;;Italia
2514;Brussels Beer Challenge;Bélgica;2018-10;2018;Revision Brewing Company;Revision IPA;Double Ipa;Gold Medal;Oro;Beer;BeerStyle;;EEUU
2515;Brussels Beer Challenge;Bélgica;2020-10;2020;Dum's Brew;So Hoppy!;Double Ipa;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
2516;Brussels Beer Challenge;Bélgica;2018-10;2018;Boulevard Brewing Company;Space Camper IPA;Double Ipa;Bronze Medal;;Beer;BeerStyle;;EEUU
2517;Brussels Beer Challenge;Bélgica;2019-10;2019;Breakside Brewery & Taproom;Stay West IPA;Double Ipa;Gold Medal;Oro;Beer;BeerStyle;;EEUU
2518;Brussels Beer Challenge;Bélgica;2022-10;2022;Bidassoa Basque Brewery, S.L.;Txingudi;Double Ipa;Silver Medal;Plata;Beer;BeerStyle;;España
2519;Brussels Beer Challenge;Bélgica;2019-10;2019;Breakside Brewery & Taproom;Wanderlust IPA;Double Ipa;Gold Medal;Oro;Beer;BeerStyle;;EEUU
2520;BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Sapatista;Incendiária;Double Hoppy Red Ale;Bronce;Bronce;Beer;Style; - ;Brasil
2521;CCA Copa Cervezas America - Chile;Nacional;2024-10;2024;Cervejaria Bragantina;BRAGANTINA RED IPA;Double Hoppy Red Ale;Plata;Plata;Beer;Style; - ;Brasil
2522;CCA Copa Cervezas America - Chile;Nacional;2025-10;2025;Simply Red;Dos Venados;Double Hoppy Red Ale;Oro;Oro;Beer;Style; - ;Argentina
2523;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Cervejaria Marlin Azul;Caranha;Double Hoppy Red Ale;Bronce;Bronce;Beer;Style; - ;Brasil
2524;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Golden Mist;Golden Mist - RED IPA;Double Hoppy Red Ale;Oro;Oro;Beer;Style; - ;Brasil
2525;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Mythic Beer;Saci;Double Hoppy Red Ale;Plata;Plata;Beer;Style; - ;Brasil
2526;Copa Patagónica de Cervezas - Argentina;Internacional;2025-11;2025;Cervejaria Natividade;Natividade Red Ipa;Double Hoppy Red Ale;Plata;Plata;Beer;Style; - ;Brasil
2527;Copa Tayrona - Colombia;Internacional;2025-07;2025;Dan Brew.;Combaipa;Double Hoppy Red Ale;Bronce;Bronce;Beer;Style;Cartagena;Colombia
2528;CCA Copa Cervezas America - Chile;Nacional;2019-10;2019;Backer;Tommy Gun;Double IPA;Oro;Oro;Beer;Style;Brasil;Brasil
2529;CCA Copa Cervezas America - Chile;Nacional;2019-10;2019;Cervejaria Noi;Noi Amara;Double IPA;Bronce;Bronce;Beer;Style;Brasil;Brasil
2530;CCA Copa Cervezas America - Chile;Chile;2018-10;2018;Daredevil Brew. Co.;Daredevil Rip Cord;Double IPA;Best Style - American Strong Ale;Oro;Beer;Style; - ;EEUU
2531;CCA Copa Cervezas America - Chile;Chile;2018-10;2018;Daredevil Brew. Co.;Daredevil Rip Cord;Double IPA;Oro;Oro;Beer;Style; - ;EEUU
2532;CCA Copa Cervezas America - Chile;Nacional;2019-10;2019;Great Basin Brew. Co.;Tectonic Event;Double IPA;Plata;Plata;Beer;Style; - ;EEUU
2533;CCA Copa Cervezas America - Chile;Chile;2018-10;2018;Haenschbier;Haenschbier Imperial IPA;Double IPA;Plata;Plata;Beer;Style; - ;Brasil
2534;CCA Copa Cervezas America - Chile;Chile;2018-10;2018;Juguetes Perdidos;AK47 Doble IPA;Double IPA;Plata;Plata;Beer;Style; - ;Argentina
2535;CCA Copa Cervezas America - Chile;Nacional;2019-10;2019;Wren House Brew. Co.;Highwaymen;Double IPA;Oro;Oro;Beer;Style; - ;EEUU
2536;CCA Copa Cervezas America - Etapa Intern.- Chile;Nacional;2022-10;2022;Cerveceria Independiente Walung;Apocaliptic;Double Ipa;Plata;Plata;Beer;Style; - ;Chile
2537;Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Dos Aves;Arpia;Double Ipa;Plata;Plata;Beer;Style;San Miguel de Allende;México
2538;Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Fábrica De S Tarabaña;Magma;Double Ipa;Oro;Oro;Beer;Style;Lerma;México
2539;Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Jester;Luptopia;Double Ipa;Bronce;Bronce;Beer;Style;Santiago;Chile
2540;Brussels Beer Challenge;Bélgica;2022-10;2022;Birra Gaia;Azz;Double IPA;Silver Medal;Plata;Beer;BeerStyle;;Italia
2541;Brussels Beer Challenge;Bélgica;2022-10;2022;Uiltje Brewing Company;Big Fat 13;Double IPA;Bronze Medal;Bronce;Beer;BeerStyle;;Países Bajos
2542;Brussels Beer Challenge;Bélgica;2023-10;2023;DC SRL;Blue Tornado;Double IPA;Gold Medal;Oro;Beer;BeerStyle;;Italia
2543;Brussels Beer Challenge;Bélgica;2023-10;2023;Birrificio Sabino di Marco Colafigli;Crazy Rabbit;Double IPA;Bronze Medal;Bronce;Beer;BeerStyle;;Italia
2544;Brussels Beer Challenge;Bélgica;2024-10;2024;Birrificio Sabino di Marco Colafigli;Crazy Rabbit;Double IPA;Gold Medal;Oro;Beer;BeerStyle;;Italia
2545;Brussels Beer Challenge;Bélgica;2024-10;2024;RichKat Craft Brewing;DéJà Vu West Coast DIPA;Double IPA;Bronze Medal;Bronce;Beer;BeerStyle;;China
2546;Brussels Beer Challenge;Bélgica;2023-10;2023;No.18 Brewery;Drunk lake;Double IPA;Bronze Medal;Bronce;Beer;BeerStyle;;China
2547;Brussels Beer Challenge;Bélgica;2022-10;2022;Jopen Bier;Heavy Cross;Double IPA;Gold Medal;Oro;Beer;BeerStyle;;Países Bajos
2548;Brussels Beer Challenge;Bélgica;2025-10;2025;Hope Beer Dublin;Hope Beer Brewers Edition DIPA;Double IPA;Bronce Medal;Bronce;Beer;BeerStyle;;Irlanda
2549;Brussels Beer Challenge;Bélgica;2024-10;2024;The Wall SRL;John Hops;Double IPA;Silver Medal;Plata;Beer;BeerStyle;;Italia
2550;Brussels Beer Challenge;Bélgica;2025-10;2025;Revision Brewing Company;Looking Down On You - Hazy DIPA;Double IPA;Bronce Medal;Bronce;Beer;BeerStyle;;EEUU
2551;Brussels Beer Challenge;Bélgica;2025-10;2025;De Mortselarij;Pacific Monster;Double IPA;Oro Medal;Oro;Beer;BeerStyle;;Bélgica
2552;Brussels Beer Challenge;Bélgica;2023-10;2023;Brasserie St Germain/ Page 24;Page 24 Double IPA;Double IPA;Silver Medal;Plata;Beer;BeerStyle;;Francia
2553;Brussels Beer Challenge;Bélgica;2022-10;2022;Birrificio Lambrate Srl;Quarantot;Double IPA;Bronze Medal;Bronce;Beer;BeerStyle;;Italia
2554;Brussels Beer Challenge;Bélgica;2025-10;2025;Mingri Brewing;West Coast Dream;Double IPA;Plata Medal;Plata;Beer;BeerStyle;;China
2555;BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Caras De Malte;Andromêda;Double Hazy IPA;Oro;Oro;Beer;Style; - ;Brasil
2556;Copa Guarani De Cervezas - Paraguay;Internacional;2025-08;2025;Loop Br. Project;Fly Agaric;Double Red Ale;Bronce;Bronce;Beer;Style;Quito;Ecuador
2557;Copa Guarani De Cervezas - Paraguay;Internacional;2025-08;2025;Tropera;Ranita De Darwin;Double Red Ale;Oro;Oro;Beer;Style;Puerto Varas;Chile
2558;World Beer Cup (WBC) - EEUU;Internacional;2018-04;2018;Alvarado Street Brewery;Local Shred Red;Double Red Ale;Oro;Oro;Beer;Style;Salinas;EEUU
2559;World Beer Cup (WBC) - EEUU;Internacional;2018-04;2018;No-Li Brewhouse;Born & Raised;Double Red Ale;Plata;Plata;Beer;Style;Spokane;EEUU
2560;World Beer Cup (WBC) - EEUU;Internacional;2018-04;2018;BentSpoke Brewing Co.;Red Nut;Double Red Ale;Bronce;Bronce;Beer;Style;Braddon;Australia
2561;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Denver Beer Co. - Canworks;Summit Sunrise;Double Red Ale;Oro;Oro;Beer;Style;Denver;EEUU
2562;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Iron Hill Brewery & Restaurant - Wilmington;Valentinus IPA;Double Red Ale;Plata;Plata;Beer;Style;Wilmington;EEUU
2563;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;21st Amendment Brewery;Toaster Pastry;Double Red Ale;Bronce;Bronce;Beer;Style;San Leandro;EEUU
2564;CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Portlander;Imperial Red IPA;Double Red Ipa;Bronce;Bronce;Beer;Style; - ;Argentina
2565;Brussels Beer Challenge;Bélgica;2019-10;2019;Marie-Jeanne Nolf;Aubeole d'Estinnes;Double Saison;Bronze Medal;;Beer;BeerStyle;;Bélgica
2566;Brussels Beer Challenge;Bélgica;2022-10;2022;Brasserie des Sources;Bellerose;Double Saison;Silver Medal;Plata;Beer;BeerStyle;;Francia
2567;Brussels Beer Challenge;Bélgica;2023-10;2023;Brasserie des Sources;Bellerose;Double Saison;Gold Medal;Oro;Beer;BeerStyle;;Francia
2568;Brussels Beer Challenge;Bélgica;2025-10;2025;Brasserie des Sources;Bellerose Blonde;Double Saison;Oro Medal;Oro;Beer;BeerStyle;;Francia
2569;Brussels Beer Challenge;Bélgica;2021-10;2021;Brasserie Dupont;Bons Voeux;Double Saison;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
2570;Brussels Beer Challenge;Bélgica;2023-10;2023;Brasserie Dupont;Bons Voeux;Double Saison;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
2571;Brussels Beer Challenge;Bélgica;2024-10;2024;Brasserie Dupont;Bons Voeux;Double Saison;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
2572;Brussels Beer Challenge;Bélgica;2024-10;2024;Fortbrouwerij Duits & Lauret;Duits & Lauret Extra Blond;Double Saison;Silver Medal;Plata;Beer;BeerStyle;;Países Bajos
2573;Brussels Beer Challenge;Bélgica;2019-10;2019;Brouwerij L. Huyghe NV;La Guillotine;Double Saison;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
2574;Brussels Beer Challenge;Bélgica;2018-10;2018;Brasserie Dupont;Moinette Bio;Double Saison;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
2575;Brussels Beer Challenge;Bélgica;2022-10;2022;Brasserie Dupont;Moinette Bio;Double Saison;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
2576;Brussels Beer Challenge;Bélgica;2024-10;2024;Brasserie Dupont;Moinette Bio;Double Saison;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
2577;Brussels Beer Challenge;Bélgica;2020-10;2020;Brasserie Dupont;Moinette Blonde;Double Saison;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
2578;Brussels Beer Challenge;Bélgica;2025-10;2025;Brasserie Dupont;Moinette Blonde;Double Saison;Plata Medal;Plata;Beer;BeerStyle;;Bélgica
2579;Brussels Beer Challenge;Bélgica;2021-10;2021;Vreta Kloster Bryggeri;Nunnans skördeöl;Double Saison;Bronze Medal;Bronce;Beer;BeerStyle;;Suecia
2580;Brussels Beer Challenge;Bélgica;2023-10;2023;Vreta Kloster Bryggeri;Nunnans skördeöl;Double Saison;Bronze Medal;Bronce;Beer;BeerStyle;;Suecia
2581;Brussels Beer Challenge;Bélgica;2019-10;2019;Hourglass Brewing;Saison du Sablier;Double Saison;Silver Medal;Plata;Beer;BeerStyle;;EEUU
2582;Brussels Beer Challenge;Bélgica;2019-10;2019;Brasserie Dupont;Saison Dupont Dry Hop;Double Saison;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
2583;Brussels Beer Challenge;Bélgica;2020-10;2020;Brasserie Dupont;Saison Dupont Dry Hop;Double Saison;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
2584;Brussels Beer Challenge;Bélgica;2025-10;2025;Brasserie Dupont;Saison Dupont Dry Hop;Double Saison;Bronce Medal;Bronce;Beer;BeerStyle;;Bélgica
2585;Brussels Beer Challenge;Bélgica;2021-10;2021;Brasserie Dupont;Saison Dupont Dry Hopping;Double Saison;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
2586;Brussels Beer Challenge;Bélgica;2022-10;2022;Brasserie Dupont;Saison Dupont Dry Hopping;Double Saison;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
2587;Brussels Beer Challenge;Bélgica;2020-10;2020;Boulevard Brewing Company;Tank 7;Double Saison;Silver Medal;Plata;Beer;BeerStyle;;EEUU
2588;Brussels Beer Challenge;Bélgica;2018-10;2018;Valscura di Danieli Renata;Valscura Laeale;Double Saison;Bronze Medal;Bronce;Beer;BeerStyle;;Italia
2589;CCA Copa Cervezas America - Chile;Nacional;2019-10;2019;Cervejaria Burgman;Burgman Stout;Dry Stout;Oro;Oro;Beer;Style;Brasil;Brasil
2590;Brussels Beer Challenge;Bélgica;2025-10;2025;BrewDog;Black Heart;Dry Stout;Oro Medal;Oro;Beer;BeerStyle;;UK
2591;Brussels Beer Challenge;Bélgica;2018-10;2018;Brotas Beer Industria de Bebidas LTDA;Brotas Beer Dry Stout;Dry Stout;Silver Medal;Plata;Beer;BeerStyle;;Brasil
2592;Brussels Beer Challenge;Bélgica;2023-10;2023;Brotas Beer Industria de Bebidas LTDA;Brotas Beer Dry Stout;Dry Stout;Gold Medal;Oro;Beer;BeerStyle;;Brasil
2593;Brussels Beer Challenge;Bélgica;2020-10;2020;Hangzhou Cheerday Brewery Co., Ltd.;Cheerday Stout;Dry Stout;Silver Medal;Plata;Beer;BeerStyle;;China
2594;Brussels Beer Challenge;Bélgica;2021-10;2021;Birrificio Bradipongo S.r.l.;Estout;Dry Stout;Bronze Medal;Bronce;Beer;BeerStyle;;Italia
2595;Brussels Beer Challenge;Bélgica;2019-10;2019;Kabrew;Kabrew Dark Ale;Dry Stout;Gold Medal;Oro;Beer;BeerStyle;;Corea del Sur
2596;Brussels Beer Challenge;Bélgica;2018-10;2018;Kirishima Shuzo Co., Ltd.;Kirishima Beer Stout;Dry Stout;Gold Medal;Oro;Beer;BeerStyle;;Japón
2597;Brussels Beer Challenge;Bélgica;2019-10;2019;Kirishima Shuzo Co., Ltd.;Kirishima Beer Stout;Dry Stout;Bronze Medal;Bronce;Beer;BeerStyle;;Japón
2598;Brussels Beer Challenge;Bélgica;2024-10;2024;Milano Brewers Srl;Last Out;Dry Stout;Bronze Medal;Bronce;Beer;BeerStyle;;Italia
2599;Brussels Beer Challenge;Bélgica;2020-10;2020;Microbrasserie Le Trou du diable;Le Sang d'Encre;Dry Stout;Gold Medal;Oro;Beer;BeerStyle;;Canadá
2600;Brussels Beer Challenge;Bélgica;2021-10;2021;Microbrasserie Le Trou du diable;Le Sang d'Encre;Dry Stout;Silver Medal;Plata;Beer;BeerStyle;;Canadá
2601;Brussels Beer Challenge;Bélgica;2020-10;2020;Quarter Celtic Brewpub;Mac Lomas Stout;Dry Stout;Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
2602;Brussels Beer Challenge;Bélgica;2023-10;2023;Brasserie Dupont;Monk's Stout Dupont;Dry Stout;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
2603;Brussels Beer Challenge;Bélgica;2019-10;2019;4 Pines Brewing Company;Nitro Stout;Dry Stout;Silver Medal;Plata;Beer;BeerStyle;;Australia
2604;Brussels Beer Challenge;Bélgica;2021-10;2021;Brasserie de la Senne;Stouterik;Dry Stout;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
2605;Brussels Beer Challenge;Bélgica;2022-10;2022;Brasserie de la Senne;Stouterik;Dry Stout;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
2606;Brussels Beer Challenge;Bélgica;2025-10;2025;Brasserie de la Senne;Stouterik;Dry Stout;Plata Medal;Plata;Beer;BeerStyle;;Bélgica
2607;Brussels Beer Challenge;Bélgica;2023-10;2023;Browar Trzech Kumpli Sp . z o.o.;Wheeler;Dry Stout;Silver Medal;Plata;Beer;BeerStyle;;Polonia
2608;Brussels Beer Challenge;Bélgica;2024-10;2024;Browar Trzech Kumpli Sp . z o.o.;Wheeler;Dry Stout;Gold Medal;Oro;Beer;BeerStyle;;Polonia
2609;BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Brotas Beer;BROTAS BEER ABADIA;Dubbel Ale;Oro;Oro;Beer;Style; - ;Brasil
2610;BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Ziel;Ziel Nicolau;Dubbel;Plata;Plata;Beer;Style; - ;Brasil
2611;BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Himmel Bier;Himmel Dubbel;Dubbel;Bronce;Bronce;Beer;Style; - ;Brasil
2612;Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Bitter Dog;Diabolica;Dubbel;Plata;Plata;Beer;Style;San Luis Potosi;México
2613;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Cervejaria Faroeste Beer;Monnik Arnold;Dubbel;Plata;Plata;Beer;Style; - ;Brasil
2614;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;La Belle Bière;Rendez-Vous La Belle Rouge;Dubbel;Oro;Oro;Beer;Style; - ;Brasil
2615;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Stannis Cervejaria;Mystic Morgana;Dubbel;Bronce;Bronce;Beer;Style; - ;Brasil
2616;Copa Conquistadores - Chile;Nacional;2025-08;2025;Costa Brava;El Monje;Dubbel;Bronce;Bronce;Beer;Style;Tomé;Chile
2617;Copa Guarani De Cervezas - Paraguay;Internacional;2025-08;2025;Abadía Deleuze;Dubbel;Dubbel;Plata;Plata;Beer;Style;Avellaneda;Argentina
2618;Copa Guarani De Cervezas - Paraguay;Internacional;2025-08;2025;Cometa Cosmica (Colab. Two Broders);Cuydaraste;Dubbel;Bronce;Bronce;Beer;Style;Quito;Ecuador
2619;Copa Guarani De Cervezas - Paraguay;Internacional;2025-08;2025;Ronton Br.;Leopoldo Ii;Dubbel;Oro;Oro;Beer;Style;Lomas De Zamora;Argentina
2620;Copa Patagónica de Cervezas - Argentina;Internacional;2025-11;2025;Cervejaria Alpendorf;Alpendorf Dubbel;Dubbel;Plata;Plata;Beer;Style; - ;Brasil
2621;Mitad del Mundo - Ecuador;Internacional;2025-07;2025;Cometa Cosmica;CUYdaraste;Dubbel;Plata;Plata;Beer;Style;Quito;Ecuador
2622;Mitad del Mundo - Ecuador;Internacional;2025-07;2025;Triana Brew. (Colab. Con Republikan Br. Supplies);Angel Dubbel;Dubbel;Bronce;Bronce;Beer;Style;Quito;Ecuador
2623;Brussels Beer Challenge;Bélgica;2023-10;2023;Brasserie 3F;Dominicains Dubbel;Dubbel Wit/ Imperial White;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
2624;Brussels Beer Challenge;Bélgica;2023-10;2023;Brouwerij 't IJ;IJwit;Dubbel Wit/ Imperial White;Gold Medal;Oro;Beer;BeerStyle;;Países Bajos
2625;Brussels Beer Challenge;Bélgica;2025-10;2025;Brouwerij 't IJ;IJwit;Dubbel Wit/ Imperial White;Plata Medal;Plata;Beer;BeerStyle;;Países Bajos
2626;Brussels Beer Challenge;Bélgica;2023-10;2023;Brouwerij Het Nest;PokerFace;Dubbel Wit/ Imperial White;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
2627;Brussels Beer Challenge;Bélgica;2024-10;2024;Devans Modern Breweries Ltd.;Six Fields Cult Finest Strong Wheat Beer;Dubbel Wit/ Imperial White;Gold Medal;Oro;Beer;BeerStyle;;India
2628;Brussels Beer Challenge;Bélgica;2024-10;2024;Brouwerij Kazematten;Wipers Times Blond;Dubbel Wit/ Imperial White;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
2629;Brussels Beer Challenge;Bélgica;2025-10;2025;Brouwerij Kazematten;Wipers Times Blond;Dubbel Wit/ Imperial White;Bronce Medal;Bronce;Beer;BeerStyle;;Bélgica
2630;Brussels Beer Challenge;Bélgica;2020-10;2020;Brouwerij Sako;Bogaerden Dubbel Tarwe Tripel;DubbelWit/ Imperial White;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
2631;Brussels Beer Challenge;Bélgica;2018-10;2018;Brasserie 3F;Dominicains Dubbel;DubbelWit/ Imperial White;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
